Order ID,Order Date,Customer Name,Country,State,City,Region,Segment,Ship Mode,Category,Sub-Category,Product Name,Discount,Sales,Profit,Quantity,Feedback?
AZ-2011-8557456,2011-12-26,Kieran Herbert,Spain,Madrid,Madrid,South,Consumer,Economy Plus,Office Supplies,Storage,"Smead Lockers, Single Width",0.1,714,278,4,FALSE
AZ-2011-9652940,2011-12-26,Philip Newsom,Spain,Castile and Leon,Zamora,South,Corporate,Priority,Furniture,Bookcases,"Bush Stackable Bookrack, Traditional",0,246,61,2,TRUE
BN-2011-3231719,2011-12-26,Rachel Norton,United Kingdom,England,Blackpool,North,Corporate,Economy,Furniture,Tables,"Chromcraft Computer Table, Adjustable Height",0,3119,1528,7,FALSE
BN-2011-3231719,2011-12-26,Rachel Norton,United Kingdom,England,Blackpool,North,Corporate,Economy,Technology,Copiers,"HP Fax and Copier, Digital",0,1553,776,9,TRUE
AZ-2011-8820375,2011-12-28,Adam Walpole,United Kingdom,England,London,North,Corporate,Immediate,Office Supplies,Art,"Sanford Highlighters, Water Color",0.1,17,5,1,TRUE
AZ-2011-8820375,2011-12-28,Adam Walpole,United Kingdom,England,London,North,Corporate,Immediate,Technology,Phones,"Apple Office Telephone, Cordless",0.1,184,82,3,TRUE
AZ-2011-9882660,2011-12-30,Owen Howell,United Kingdom,England,Cheltenham,North,Home Office,Priority,Office Supplies,Fasteners,"Stockwell Thumb Tacks, Assorted Sizes",0,42,12,4,TRUE
AZ-2011-4865633,2011-12-30,Shannon Howe,Spain,Madrid,Madrid,South,Consumer,Economy,Technology,Machines,"Epson Phone, White",0.1,143,44,2,TRUE
AZ-2011-5099606,2011-12-30,Dominic Stephenson,United Kingdom,England,Derby,North,Home Office,Economy,Furniture,Bookcases,"Sauder Stackable Bookrack, Pine",0,299,113,2,FALSE
AZ-2012-4052737,2012-01-02,Amelie North,Spain,Madrid,Madrid,South,Corporate,Economy,Office Supplies,Labels,"Hon Legal Exhibit Labels, Adjustable",0,61,10,7,TRUE
AZ-2012-9703456,2012-01-03,Millie Franklin,Spain,Castile and Leon,Ponferrada,South,Consumer,Priority,Office Supplies,Paper,"Green Bar Computer Printout Paper, Multicolor",0,94,21,3,TRUE
AZ-2012-9703456,2012-01-03,Millie Franklin,Spain,Castile and Leon,Ponferrada,South,Consumer,Priority,Office Supplies,Storage,"Smead Lockers, Industrial",0.1,358,72,2,FALSE
AZ-2012-712520,2012-01-04,Harry Marion,United Kingdom,England,Tamworth,North,Consumer,Economy,Office Supplies,Storage,"Rogers Shelving, Wire Frame",0,184,57,3,TRUE
AZ-2012-712520,2012-01-04,Harry Marion,United Kingdom,England,Tamworth,North,Consumer,Economy,Office Supplies,Storage,"Tenex File Cart, Single Width",0,673,316,5,TRUE
AZ-2012-9602843,2012-01-05,Lamar Lockhart,Spain,Valenciana,Valencia,South,Consumer,Economy,Technology,Copiers,"Brother Wireless Fax, Color",0,761,160,2,FALSE
BN-2012-9614623,2012-01-05,Luz Reilly,Sweden,Stockholm,Stockholm,North,Consumer,Economy,Technology,Machines,"Epson Inkjet, Wireless",0.5,308,-240,2,TRUE
AZ-2012-5826581,2012-01-06,Susan Williams,Spain,Andalusia,Marbella,South,Home Office,Economy,Office Supplies,Fasteners,"Advantus Clamps, Assorted Sizes",0,100,13,6,FALSE
AZ-2012-3448109,2012-01-09,Betty Reynolds,Spain,Valenciana,Valencia,South,Corporate,Economy,Technology,Copiers,"Canon Fax and Copier, High-Speed",0,379,27,2,TRUE
AZ-2012-5999614,2012-01-10,Isabelle Gould,Sweden,Stockholm,Haninge,North,Consumer,Priority,Office Supplies,Appliances,"Breville Refrigerator, White",0.5,1294,-776,5,FALSE
AZ-2012-5999614,2012-01-10,Isabelle Gould,Sweden,Stockholm,Haninge,North,Consumer,Priority,Office Supplies,Art,"Binney & Smith Canvas, Water Color",0.5,164,-7,6,TRUE
AZ-2012-3272403,2012-01-11,Katie Thom,Spain,Valenciana,Elx,South,Corporate,Priority,Office Supplies,Art,"BIC Canvas, Water Color",0,114,1,2,TRUE
AZ-2012-2124025,2012-01-13,Joe Gilbert,United Kingdom,England,Carlisle,North,Home Office,Priority,Technology,Machines,"StarTech Inkjet, Wireless",0,1207,36,4,TRUE
AZ-2012-6068382,2012-01-13,Leslie Wilson,United Kingdom,England,Peterborough,North,Consumer,Economy Plus,Office Supplies,Storage,"Tenex Lockers, Blue",0,612,159,3,FALSE
BN-2012-6672133,2012-01-16,Joseph Ford,United Kingdom,England,London,North,Corporate,Economy,Office Supplies,Fasteners,"Stockwell Thumb Tacks, Metal",0.1,37,9,3,FALSE
BN-2012-6672133,2012-01-16,Joseph Ford,United Kingdom,England,London,North,Corporate,Economy,Office Supplies,Storage,"Rogers Box, Blue",0.1,65,-6,3,FALSE
AZ-2012-9241286,2012-01-18,Louis Scott,United Kingdom,Scotland,East Kilbride,North,Corporate,Economy,Technology,Phones,"Nokia Office Telephone, Cordless",0,340,30,5,FALSE
AZ-2012-5423873,2012-01-18,Leslie Wilson,Spain,Castile and Leon,Valladolid,South,Consumer,Economy Plus,Furniture,Furnishings,"Deflect-O Clock, Duo Pack",0,201,18,4,FALSE
AZ-2012-5423873,2012-01-18,Leslie Wilson,Spain,Castile and Leon,Valladolid,South,Consumer,Economy Plus,Office Supplies,Binders,"Avery Hole Reinforcements, Recycled",0,14,6,3,FALSE
AZ-2012-9749858,2012-01-20,Isabella Secombe,United Kingdom,England,Runcorn,North,Consumer,Priority,Office Supplies,Binders,"Ibico Index Tab, Clear",0,18,3,2,TRUE
BN-2012-5319905,2012-01-20,Ella Harrhy,United Kingdom,England,Birmingham,North,Corporate,Economy,Furniture,Furnishings,"Deflect-O Clock, Black",0.8,70,-271,7,TRUE
AZ-2012-5084110,2012-01-23,Georgia Blackburn,United Kingdom,England,Gosport,North,Corporate,Economy,Office Supplies,Binders,"Wilson Jones Index Tab, Recycled",0,41,11,6,FALSE
BN-2012-5839370,2012-01-23,Declan Dundas,Spain,Andalusia,Dos Hermanas,South,Corporate,Economy,Furniture,Tables,"Lesro Round Table, Fully Assembled",0.6,1451,-363,8,TRUE
BN-2012-5839370,2012-01-23,Declan Dundas,Spain,Andalusia,Dos Hermanas,South,Corporate,Economy,Office Supplies,Binders,"Acco 3-Hole Punch, Economy",0,211,40,7,FALSE
AZ-2012-3008162,2012-01-25,Toby Patterson,United Kingdom,England,Plymouth,North,Home Office,Economy,Office Supplies,Paper,"Enermax Message Books, Multicolor",0,215,11,9,TRUE
AZ-2012-9961341,2012-01-27,Walter Aguilar,Spain,Andalusia,Marbella,South,Consumer,Economy,Office Supplies,Binders,"Avery Binder, Durable",0,43,2,3,TRUE
BN-2012-285450,2012-01-27,Demi Power,Switzerland,Zurich,Zurich,Central,Consumer,Economy,Office Supplies,Art,"Sanford Canvas, Blue",0,303,88,6,FALSE
BN-2012-285450,2012-01-27,Demi Power,Switzerland,Zurich,Zurich,Central,Consumer,Economy,Office Supplies,Binders,"Acco Index Tab, Durable",0,18,4,2,TRUE
AZ-2012-1951858,2012-02-06,Isabelle Norton,Spain,Galicia,Vigo,South,Consumer,Economy Plus,Furniture,Furnishings,"Rubbermaid Stacking Tray, Erganomic",0,44,0,2,TRUE
AZ-2012-1951858,2012-02-06,Isabelle Norton,Spain,Galicia,Vigo,South,Consumer,Economy Plus,Office Supplies,Paper,"Eaton Computer Printout Paper, Multicolor",0,112,17,4,TRUE
AZ-2012-9721463,2012-02-07,Cooper Burn,United Kingdom,Scotland,Edinburgh,North,Consumer,Economy,Office Supplies,Storage,"Fellowes Trays, Wire Frame",0,169,42,3,FALSE
AZ-2012-5924516,2012-02-09,Eric Anderson,United Kingdom,England,Runcorn,North,Home Office,Economy,Office Supplies,Envelopes,"Cameo Clasp Envelope, Recycled",0,42,3,5,TRUE
AZ-2012-6012259,2012-02-14,Sarah Smorgon,United Kingdom,England,London,North,Consumer,Economy Plus,Furniture,Bookcases,"Sauder Library with Doors, Metal",0.1,1394,356,4,FALSE
AZ-2012-6012259,2012-02-14,Sarah Smorgon,United Kingdom,England,London,North,Consumer,Economy Plus,Office Supplies,Binders,"Avery Binder Covers, Durable",0.1,11,0,1,FALSE
AZ-2012-6012259,2012-02-14,Sarah Smorgon,United Kingdom,England,London,North,Consumer,Economy Plus,Office Supplies,Envelopes,"Kraft Business Envelopes, Security-Tint",0.1,59,26,4,FALSE
AZ-2012-6012259,2012-02-14,Sarah Smorgon,United Kingdom,England,London,North,Consumer,Economy Plus,Technology,Copiers,"Sharp Personal Copier, Digital",0.1,861,383,8,FALSE
AZ-2012-3052535,2012-02-15,Rory Gunson,United Kingdom,England,Hinckley,North,Consumer,Economy Plus,Office Supplies,Fasteners,"Advantus Clamps, Bulk Pack",0,58,23,3,TRUE
AZ-2012-3052535,2012-02-15,Rory Gunson,United Kingdom,England,Hinckley,North,Consumer,Economy Plus,Office Supplies,Storage,"Fellowes Folders, Single Width",0,53,22,2,FALSE
AZ-2012-3052535,2012-02-15,Rory Gunson,United Kingdom,England,Hinckley,North,Consumer,Economy Plus,Office Supplies,Supplies,"Fiskars Trimmer, Serrated",0,117,14,3,FALSE
BN-2012-5489653,2012-02-18,Steven Prince,Spain,Madrid,Madrid,South,Home Office,Economy,Office Supplies,Storage,"Smead Box, Industrial",0.1,30,-1,3,FALSE
AZ-2012-8583605,2012-02-22,Maria Kennedy,United Kingdom,England,Coventry,North,Consumer,Economy,Office Supplies,Labels,"Harbour Creations Legal Exhibit Labels, Laser Printer Compatible",0,55,12,5,TRUE
AZ-2012-8583605,2012-02-22,Maria Kennedy,United Kingdom,England,Coventry,North,Consumer,Economy,Office Supplies,Paper,"Enermax Memo Slips, Premium",0,47,1,3,FALSE
AZ-2012-8583605,2012-02-22,Maria Kennedy,United Kingdom,England,Coventry,North,Consumer,Economy,Technology,Accessories,"Logitech Mouse, Bluetooth",0,205,92,7,TRUE
AZ-2012-9588828,2012-02-22,Alta Nokes,United Kingdom,England,Carlisle,North,Home Office,Economy,Office Supplies,Fasteners,"Accos Clamps, Metal",0,98,39,5,FALSE
AZ-2012-9588828,2012-02-22,Alta Nokes,United Kingdom,England,Carlisle,North,Home Office,Economy,Office Supplies,Storage,"Smead Box, Wire Frame",0,30,5,3,TRUE
AZ-2012-6191258,2012-02-23,Charlie Power,United Kingdom,England,Cambridge,North,Home Office,Priority,Furniture,Chairs,"Hon Executive Leather Armchair, Black",0,2286,846,5,TRUE
AZ-2012-1392278,2012-02-23,Molly De Mole,United Kingdom,England,Gloucester,North,Corporate,Economy,Office Supplies,Art,"Boston Markers, Fluorescent",0,83,12,3,FALSE
AZ-2012-7920968,2012-02-28,Lara Stoate,United Kingdom,England,Portsmouth,North,Corporate,Economy,Office Supplies,Binders,"Wilson Jones Binder, Durable",0,29,1,2,FALSE
AZ-2012-3590299,2012-03-02,Lamar Lockhart,Spain,Castile-La Mancha,Puertollano,South,Consumer,Priority,Technology,Copiers,"Canon Fax and Copier, Laser",0,2105,989,11,FALSE
AZ-2012-3590299,2012-03-02,Lamar Lockhart,Spain,Castile-La Mancha,Puertollano,South,Consumer,Priority,Technology,Machines,"StarTech Inkjet, Wireless",0.1,815,-91,3,FALSE
AZ-2012-9094578,2012-03-02,Rory Chambers,United Kingdom,England,Birmingham,North,Consumer,Economy,Furniture,Bookcases,"Sauder Library with Doors, Pine",0.5,583,-490,3,FALSE
AZ-2012-9094578,2012-03-02,Rory Chambers,United Kingdom,England,Birmingham,North,Consumer,Economy,Office Supplies,Binders,"Wilson Jones Binding Machine, Economy",0.5,98,-27,4,TRUE
AZ-2012-9094578,2012-03-02,Rory Chambers,United Kingdom,England,Birmingham,North,Consumer,Economy,Office Supplies,Storage,"Eldon Box, Industrial",0.5,11,-3,2,TRUE
AZ-2012-9094578,2012-03-02,Rory Chambers,United Kingdom,England,Birmingham,North,Consumer,Economy,Office Supplies,Storage,"Eldon File Cart, Single Width",0.5,448,-287,7,TRUE
AZ-2012-9094578,2012-03-02,Rory Chambers,United Kingdom,England,Birmingham,North,Consumer,Economy,Office Supplies,Supplies,"Stiletto Trimmer, Steel",0.5,126,-41,6,FALSE
AZ-2012-3654996,2012-03-05,Owen Howell,United Kingdom,England,Runcorn,North,Home Office,Economy,Office Supplies,Art,"Sanford Canvas, Blue",0,51,15,1,FALSE
AZ-2012-3654996,2012-03-05,Owen Howell,United Kingdom,England,Runcorn,North,Home Office,Economy,Office Supplies,Binders,"Cardinal 3-Hole Punch, Recycled",0,58,17,2,FALSE
BN-2012-8185079,2012-03-05,Robert Zapata,United Kingdom,Scotland,Dundee,North,Consumer,Economy,Furniture,Furnishings,"Eldon Photo Frame, Erganomic",0.3,119,7,3,FALSE
BN-2012-8185079,2012-03-05,Robert Zapata,United Kingdom,Scotland,Dundee,North,Consumer,Economy,Office Supplies,Storage,"Fellowes File Cart, Single Width",0,137,0,1,FALSE
AZ-2012-302148,2012-03-06,William Jolly,United Kingdom,England,Sheffield,North,Consumer,Economy Plus,Furniture,Tables,"Chromcraft Training Table, with Bottom Storage",0.5,994,-398,7,FALSE
AZ-2012-302148,2012-03-06,William Jolly,United Kingdom,England,Sheffield,North,Consumer,Economy Plus,Office Supplies,Storage,"Fellowes File Cart, Wire Frame",0.5,136,-79,2,FALSE
BN-2012-9003210,2012-03-06,Jade Howe,Portugal,Lisboa,Odivelas,South,Corporate,Economy Plus,Office Supplies,Art,"Boston Pencil Sharpener, Water Color",0.5,29,-22,2,TRUE
AZ-2012-7806048,2012-03-07,Ngoc Orozco,United Kingdom,England,Kingswood,North,Home Office,Economy Plus,Technology,Copiers,"Canon Wireless Fax, Laser",0,1893,928,5,FALSE
AZ-2012-9114156,2012-03-07,Angus De Groot,Spain,Valenciana,Orihuela,South,Corporate,Priority,Furniture,Bookcases,"Sauder Stackable Bookrack, Traditional",0,439,66,3,TRUE
AZ-2012-9114156,2012-03-07,Angus De Groot,Spain,Valenciana,Orihuela,South,Corporate,Priority,Office Supplies,Supplies,"Stiletto Scissors, Easy Grip",0,25,7,1,TRUE
AZ-2012-1089029,2012-03-09,Phoebe Lindsay,United Kingdom,Wales,Barry,North,Consumer,Economy Plus,Office Supplies,Binders,"Ibico 3-Hole Punch, Durable",0,64,24,2,FALSE
AZ-2012-2636461,2012-03-14,Nicole Howard,Spain,Castile and Leon,Ponferrada,South,Consumer,Immediate,Office Supplies,Art,"BIC Canvas, Easy-Erase",0,324,110,6,FALSE
AZ-2012-4505130,2012-03-15,Rita McCann,United Kingdom,England,Gateshead,North,Consumer,Economy,Furniture,Furnishings,"Tenex Photo Frame, Black",0.3,36,-1,1,FALSE
AZ-2012-4505130,2012-03-15,Rita McCann,United Kingdom,England,Gateshead,North,Consumer,Economy,Office Supplies,Appliances,"KitchenAid Toaster, White",0,167,67,2,FALSE
AZ-2012-4505130,2012-03-15,Rita McCann,United Kingdom,England,Gateshead,North,Consumer,Economy,Office Supplies,Binders,"Acco Binding Machine, Economy",0,102,30,2,TRUE
AZ-2012-4505130,2012-03-15,Rita McCann,United Kingdom,England,Gateshead,North,Consumer,Economy,Office Supplies,Labels,"Novimex File Folder Labels, Alphabetical",0,40,6,5,TRUE
AZ-2012-4505130,2012-03-15,Rita McCann,United Kingdom,England,Gateshead,North,Consumer,Economy,Office Supplies,Labels,"Novimex Removable Labels, Adjustable",0,31,3,3,TRUE
AZ-2012-4505130,2012-03-15,Rita McCann,United Kingdom,England,Gateshead,North,Consumer,Economy,Office Supplies,Storage,"Smead Box, Blue",0,22,0,2,TRUE
AZ-2012-4505130,2012-03-15,Rita McCann,United Kingdom,England,Gateshead,North,Consumer,Economy,Technology,Machines,"Panasonic Printer, Durable",0,1066,224,4,TRUE
AZ-2012-4505130,2012-03-15,Rita McCann,United Kingdom,England,Gateshead,North,Consumer,Economy,Technology,Phones,"Apple Signal Booster, Full Size",0,414,21,3,FALSE
BN-2012-2497362,2012-03-15,Jade Daniels,United Kingdom,Scotland,Aberdeen,North,Corporate,Priority,Office Supplies,Binders,"Wilson Jones Binding Machine, Recycled",0,197,22,4,FALSE
BN-2012-2497362,2012-03-15,Jade Daniels,United Kingdom,Scotland,Aberdeen,North,Corporate,Priority,Office Supplies,Fasteners,"Stockwell Staples, 12 Pack",0,108,40,11,TRUE
AZ-2012-2801511,2012-03-16,Chloe O'Dea,United Kingdom,England,London,North,Consumer,Immediate,Furniture,Chairs,"SAFCO Steel Folding Chair, Red",0.1,309,127,4,FALSE
AZ-2012-2801511,2012-03-16,Chloe O'Dea,United Kingdom,England,London,North,Consumer,Immediate,Office Supplies,Binders,"Avery Binding Machine, Clear",0.1,174,4,4,FALSE
AZ-2012-2801511,2012-03-16,Chloe O'Dea,United Kingdom,England,London,North,Consumer,Immediate,Office Supplies,Envelopes,"Kraft Manila Envelope, Set of 50",0.1,48,1,2,TRUE
BN-2012-5227523,2012-03-16,Alexandra Whitehouse,Sweden,Vastra Gotaland,Gothenburg,North,Consumer,Economy,Technology,Phones,"Nokia Office Telephone, VoIP",0.5,261,-68,8,TRUE
AZ-2012-4991226,2012-03-17,Isabelle Vaughan,United Kingdom,England,London,North,Consumer,Economy Plus,Office Supplies,Labels,"Avery Shipping Labels, 5000 Label Set",0.1,88,27,8,FALSE
AZ-2012-4991226,2012-03-17,Isabelle Vaughan,United Kingdom,England,London,North,Consumer,Economy Plus,Office Supplies,Storage,"Smead Trays, Wire Frame",0.1,43,1,1,TRUE
AZ-2012-8629398,2012-03-19,Nathan Iqbal,United Kingdom,England,Bradford,North,Consumer,Priority,Office Supplies,Labels,"Novimex Removable Labels, Adjustable",0,72,7,7,FALSE
AZ-2012-8629398,2012-03-19,Nathan Iqbal,United Kingdom,England,Bradford,North,Consumer,Priority,Office Supplies,Storage,"Eldon File Cart, Single Width",0,384,69,3,TRUE
AZ-2012-808163,2012-03-20,Aaron Bootman,United Kingdom,England,Southend-on-Sea,North,Consumer,Immediate,Technology,Machines,"Konica Receipt Printer, Durable",0,245,71,2,TRUE
AZ-2012-3333420,2012-03-20,Hollie Morris,United Kingdom,England,Poole,North,Corporate,Economy Plus,Office Supplies,Art,"Binney & Smith Sketch Pad, Fluorescent",0,285,14,6,FALSE
AZ-2012-3333420,2012-03-20,Hollie Morris,United Kingdom,England,Poole,North,Corporate,Economy Plus,Office Supplies,Binders,"Ibico Binding Machine, Recycled",0,104,19,2,TRUE
AZ-2012-3333420,2012-03-20,Hollie Morris,United Kingdom,England,Poole,North,Corporate,Economy Plus,Office Supplies,Binders,"Wilson Jones Binding Machine, Recycled",0,148,16,3,TRUE
AZ-2012-3333420,2012-03-20,Hollie Morris,United Kingdom,England,Poole,North,Corporate,Economy Plus,Technology,Accessories,"Logitech Flash Drive, Programmable",0,64,30,2,TRUE
AZ-2012-207540,2012-03-22,Hayley Swanston,United Kingdom,Wales,Cardiff,North,Home Office,Economy Plus,Technology,Accessories,"Enermax Flash Drive, Programmable",0,129,46,3,FALSE
AZ-2012-3743850,2012-03-23,Anthony Stewart,Spain,Murcia,Molina de Segura,South,Home Office,Economy Plus,Office Supplies,Paper,"SanDisk Message Books, 8.5 x 11",0,56,27,2,FALSE
AZ-2012-6077999,2012-03-26,Peggy Hua,Spain,Valenciana,Benidorm,South,Corporate,Priority,Office Supplies,Labels,"Avery Shipping Labels, 5000 Label Set",0,49,19,4,TRUE
AZ-2012-6077999,2012-03-26,Peggy Hua,Spain,Valenciana,Benidorm,South,Corporate,Priority,Technology,Phones,"Nokia Signal Booster, VoIP",0.1,246,49,2,TRUE
AZ-2012-3635892,2012-03-26,Donna Nash,United Kingdom,England,Rotherham,North,Corporate,Economy,Technology,Copiers,"Hewlett Fax Machine, Digital",0,320,147,1,TRUE
AZ-2012-5741069,2012-03-27,Kian Sykes,United Kingdom,England,West Bromwich,North,Consumer,Economy Plus,Office Supplies,Storage,"Fellowes Folders, Industrial",0,134,31,5,TRUE
AZ-2012-5741069,2012-03-27,Kian Sykes,United Kingdom,England,West Bromwich,North,Consumer,Economy Plus,Technology,Machines,"Panasonic Calculator, Durable",0,101,14,2,FALSE
AZ-2012-3629477,2012-03-30,George To Rot,Spain,Castile and Leon,Valladolid,South,Corporate,Economy,Office Supplies,Supplies,"Stiletto Trimmer, Easy Grip",0,266,61,6,TRUE
AZ-2012-9649659,2012-04-02,William Somerville,United Kingdom,England,Ipswich,North,Corporate,Economy,Office Supplies,Storage,"Eldon Trays, Blue",0,144,26,3,TRUE
BN-2012-7168057,2012-04-06,Eden Kern,United Kingdom,Scotland,Dundee,North,Consumer,Economy,Office Supplies,Binders,"Avery Binder Covers, Clear",0,32,7,3,FALSE
AZ-2012-4182934,2012-04-07,Faith Chambers,United Kingdom,England,Oxford,North,Consumer,Economy,Office Supplies,Storage,"Eldon Lockers, Industrial",0,397,194,2,TRUE
AZ-2012-4182934,2012-04-07,Faith Chambers,United Kingdom,England,Oxford,North,Consumer,Economy,Technology,Copiers,"Brother Fax and Copier, Color",0,772,185,4,FALSE
AZ-2012-8589004,2012-04-10,Lisa Watkins,Spain,Madrid,Parla,South,Consumer,Economy Plus,Office Supplies,Binders,"Avery Hole Reinforcements, Recycled",0,24,10,5,TRUE
AZ-2012-8885396,2012-04-14,Leslie Wilson,United Kingdom,Scotland,Glasgow,North,Consumer,Economy,Office Supplies,Storage,"Rogers Lockers, Blue",0,1058,74,5,TRUE
AZ-2012-270116,2012-04-20,Geraldine Mizelle,Spain,Galicia,Lugo,South,Corporate,Economy,Technology,Copiers,"HP Personal Copier, Color",0,377,83,3,FALSE
AZ-2012-7552000,2012-04-20,Rachel Morton,Spain,Catalonia,Barcelona,South,Corporate,Priority,Furniture,Bookcases,"Dania Library with Doors, Traditional",0,1087,120,3,FALSE
BN-2012-1206037,2012-04-22,Nicholas Watkins,United Kingdom,England,Sheffield,North,Consumer,Economy,Office Supplies,Binders,"Wilson Jones Binder, Durable",0.5,29,-27,4,TRUE
BN-2012-1206037,2012-04-22,Nicholas Watkins,United Kingdom,England,Sheffield,North,Consumer,Economy,Office Supplies,Envelopes,"GlobeWeis Interoffice Envelope, with clear poly window",0.5,205,-90,8,TRUE
AZ-2012-375859,2012-04-23,Dominic Scott,United Kingdom,England,London,North,Consumer,Economy,Office Supplies,Binders,"Avery Index Tab, Economy",0.1,21,7,3,FALSE
AZ-2012-5629716,2012-04-24,Caitlin Schmidt,United Kingdom,England,Sheffield,North,Corporate,Economy,Office Supplies,Art,"Boston Sketch Pad, Water Color",0.5,129,-122,5,FALSE
AZ-2012-5629716,2012-04-24,Caitlin Schmidt,United Kingdom,England,Sheffield,North,Corporate,Economy,Office Supplies,Binders,"Acco Binder Covers, Durable",0.5,15,-2,2,TRUE
AZ-2012-5629716,2012-04-24,Caitlin Schmidt,United Kingdom,England,Sheffield,North,Corporate,Economy,Office Supplies,Binders,"Avery 3-Hole Punch, Durable",0.5,15,-4,1,TRUE
AZ-2012-5629716,2012-04-24,Caitlin Schmidt,United Kingdom,England,Sheffield,North,Corporate,Economy,Office Supplies,Fasteners,"Stockwell Push Pins, Metal",0.5,28,-25,4,TRUE
BN-2012-5184619,2012-04-25,Jordan Peacock,Sweden,Stockholm,Nacka,North,Corporate,Economy Plus,Office Supplies,Storage,"Rogers Trays, Industrial",0.5,155,-31,5,TRUE
AZ-2012-7350513,2012-04-27,Sophia Owen,United Kingdom,England,Huddersfield,North,Corporate,Economy,Office Supplies,Art,"BIC Pens, Easy-Erase",0,44,10,3,TRUE
AZ-2012-7350513,2012-04-27,Sophia Owen,United Kingdom,England,Huddersfield,North,Corporate,Economy,Office Supplies,Paper,"SanDisk Computer Printout Paper, Multicolor",0,31,4,1,FALSE
AZ-2012-4224779,2012-04-27,Maya Pamphlett,Spain,Catalonia,Barcelona,South,Consumer,Economy,Office Supplies,Storage,"Eldon Trays, Single Width",0.1,173,44,4,TRUE
BN-2012-9955525,2012-04-28,Lara Giles,Switzerland,Zurich,Winterthur,Central,Consumer,Economy,Office Supplies,Envelopes,"Kraft Peel and Seal, Recycled",0,174,10,9,FALSE
BN-2012-8415709,2012-05-01,Maddison Newman,United Kingdom,England,Birmingham,North,Corporate,Priority,Office Supplies,Art,"Boston Pens, Fluorescent",0.5,15,-10,2,FALSE
AZ-2012-907711,2012-05-03,Anna Kelly,Sweden,Stockholm,Huddinge,North,Corporate,Economy Plus,Furniture,Chairs,"SAFCO Steel Folding Chair, Set of Two",0.5,352,-49,8,TRUE
AZ-2012-8367812,2012-05-08,Eden Gooseberry,United Kingdom,Scotland,Glasgow,North,Corporate,Economy Plus,Office Supplies,Art,"Boston Highlighters, Easy-Erase",0,38,8,2,TRUE
AZ-2012-8367812,2012-05-08,Eden Gooseberry,United Kingdom,Scotland,Glasgow,North,Corporate,Economy Plus,Office Supplies,Binders,"Wilson Jones Binding Machine, Economy",0,245,88,5,FALSE
AZ-2012-8367812,2012-05-08,Eden Gooseberry,United Kingdom,Scotland,Glasgow,North,Corporate,Economy Plus,Office Supplies,Paper,"Green Bar Note Cards, Multicolor",0,136,56,4,FALSE
BN-2012-5608207,2012-05-08,Gilbert Montgomery,Portugal,Braga,Guimarães,South,Consumer,Economy,Technology,Machines,"StarTech Phone, Wireless",0.5,186,-157,5,FALSE
AZ-2012-4923020,2012-05-11,Ewan O'Neill,Spain,Madrid,Las Rozas de Madrid,South,Corporate,Economy Plus,Furniture,Bookcases,"Bush Floating Shelf Set, Metal",0,341,31,2,TRUE
AZ-2012-4923020,2012-05-11,Ewan O'Neill,Spain,Madrid,Las Rozas de Madrid,South,Corporate,Economy Plus,Office Supplies,Labels,"Avery Shipping Labels, 5000 Label Set",0,110,42,9,TRUE
AZ-2012-2417161,2012-05-12,Nate Dacey,Spain,Madrid,Las Rozas de Madrid,South,Consumer,Priority,Furniture,Furnishings,"Advantus Frame, Durable",0,108,12,1,TRUE
AZ-2012-2417161,2012-05-12,Nate Dacey,Spain,Madrid,Las Rozas de Madrid,South,Consumer,Priority,Furniture,Furnishings,"Tenex Door Stop, Erganomic",0,170,27,4,TRUE
AZ-2012-2417161,2012-05-12,Nate Dacey,Spain,Madrid,Las Rozas de Madrid,South,Consumer,Priority,Office Supplies,Art,"Binney & Smith Pens, Blue",0,24,10,2,FALSE
AZ-2012-2417161,2012-05-12,Nate Dacey,Spain,Madrid,Las Rozas de Madrid,South,Consumer,Priority,Office Supplies,Art,"Sanford Highlighters, Easy-Erase",0,32,1,2,TRUE
AZ-2012-2417161,2012-05-12,Nate Dacey,Spain,Madrid,Las Rozas de Madrid,South,Consumer,Priority,Office Supplies,Paper,"Green Bar Cards & Envelopes, 8.5 x 11",0,315,57,6,TRUE
AZ-2012-2417161,2012-05-12,Nate Dacey,Spain,Madrid,Las Rozas de Madrid,South,Consumer,Priority,Office Supplies,Storage,"Eldon Shelving, Wire Frame",0.1,171,-4,4,FALSE
AZ-2012-2417161,2012-05-12,Nate Dacey,Spain,Madrid,Las Rozas de Madrid,South,Consumer,Priority,Technology,Accessories,"SanDisk Router, Erganomic",0,508,203,2,TRUE
AZ-2012-4158616,2012-05-13,Lori Miller,United Kingdom,England,Manchester,North,Consumer,Economy,Office Supplies,Envelopes,"Ames Manila Envelope, Set of 50",0,74,6,3,TRUE
AZ-2012-7790652,2012-05-14,Ali Jerger,United Kingdom,England,Rugby,North,Corporate,Economy,Office Supplies,Storage,"Smead Folders, Blue",0,52,6,3,FALSE
AZ-2012-7790652,2012-05-14,Ali Jerger,United Kingdom,England,Rugby,North,Corporate,Economy,Office Supplies,Storage,"Smead Lockers, Blue",0,794,135,4,TRUE
AZ-2012-7790652,2012-05-14,Ali Jerger,United Kingdom,England,Rugby,North,Corporate,Economy,Technology,Copiers,"HP Copy Machine, Laser",0,487,243,2,TRUE
